file,pe_mean,pe_std,pe_median,coord_mean,coord_std,coord_entropy,coord_bin_10_11,vacancies,file_hash,_n_atoms_metadata,_processing_mode,file_path
dump.fcc_ni.455.,-4.104796632653061,0.1820224132168518,-4.15913,11.653061224489797,1.5801738180282543,1.5750854059119397,0.3469387755102041,16286,0fc8a6f8,98,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.455.
dump.fcc_ni.456.,-4.096764081632653,0.1830657246789816,-4.14207,11.816326530612244,1.53547023440123,1.4968801369462363,0.29591836734693877,16286,50d722f6,98,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.456.
dump.fcc_ni.457.,-4.101579693877551,0.1806751949180302,-4.14678,11.887755102040817,1.7520688981723218,1.5570191290466644,0.25510204081632654,16286,78d5de38,98,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.457.
dump.fcc_ni.458.,-4.102664897959183,0.18500457479573396,-4.15029,11.857142857142858,1.6806969590146932,1.5316786943607523,0.25510204081632654,16286,080ee9bf,98,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.458.
dump.fcc_ni.459.,-4.072443,0.1643465671387846,-4.118615,11.51,1.4940623220676648,1.5932199697060963,0.42,16284,7a0ee48e,100,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.459.
dump.fcc_ni.46.,-4.104796632653061,0.1820224132168518,-4.15913,11.653061224489797,1.5801738180282543,1.5750854059119397,0.3469387755102041,16286,0fc8a6f8,98,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.46.
dump.fcc_ni.460.,-4.0736255,0.1653231137565819,-4.126955,11.46,1.591771771874779,1.6348597732369616,0.4,16284,e05c0392,100,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.460.
dump.fcc_ni.461.,-4.0741872,0.15612813570185669,-4.11584,11.39,1.4417651919389884,1.612186900206025,0.41,16284,c9ec378d,100,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.461.
dump.fcc_ni.462.,-4.0753922,0.15963530560979083,-4.11481,11.54,1.520366781903351,1.6032454676415142,0.39,16284,2a6aeab9,100,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.462.
dump.fcc_ni.463.,-4.072089200000001,0.15703342273515913,-4.12401,11.6,1.3706888336846836,1.5089625360373893,0.37,16284,22a7378a,100,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.463.
dump.fcc_ni.464.,-4.080787719298245,0.17870091952972725,-4.1286950000000004,11.473684210526315,1.4886623223599007,1.5414211320723925,0.45614035087719296,16270,5c66e174,114,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.464.
dump.fcc_ni.465.,-4.077193596491228,0.1740090385666216,-4.121005,11.5,1.5357106106444722,1.5994040488699486,0.40350877192982454,16270,45754b1b,114,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.465.
dump.fcc_ni.466.,-4.077342192982456,0.1798332196897943,-4.1239550000000005,11.210526315789474,1.5484716084934202,1.6751556611201222,0.42105263157894735,16270,4979aee3,114,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.466.
dump.fcc_ni.467.,-4.075751929824562,0.1817453822903169,-4.12873,11.701754385964913,1.5960672051046854,1.5752253296483505,0.38596491228070173,16270,f2d51e42,114,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.467.
dump.fcc_ni.468.,-4.076457280701755,0.17798205990574498,-4.1285050000000005,11.771929824561404,1.426891464572199,1.4955423846782443,0.3508771929824561,16270,8e926c64,114,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.468.
dump.fcc_ni.469.,-4.064862063492063,0.18775015587452368,-4.113415,11.436507936507937,1.6074627547587244,1.6362861290082753,0.3253968253968254,16258,419c1956,126,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.469.
dump.fcc_ni.47.,-4.096764081632653,0.1830657246789816,-4.14207,11.816326530612244,1.53547023440123,1.4968801369462363,0.29591836734693877,16286,50d722f6,98,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.47.
dump.fcc_ni.470.,-4.0669772222222225,0.18768818277404212,-4.08971,11.468253968253968,1.5162401284045104,1.6168934917158964,0.35714285714285715,16258,5043b141,126,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.470.
dump.fcc_ni.471.,-4.065466428571429,0.18587885754098787,-4.099645000000001,11.404761904761905,1.5501152030920613,1.629468195202902,0.35714285714285715,16258,6d3650e6,126,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.471.
dump.fcc_ni.472.,-4.070703492063492,0.1882570895995897,-4.12078,11.626984126984127,1.6624518133606254,1.6356623721534571,0.3253968253968254,16258,6aa17e2f,126,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.472.
dump.fcc_ni.473.,-4.0668098412698415,0.19034874115889128,-4.1233699999999995,11.579365079365079,1.5765946827421415,1.6063800449930454,0.3412698412698413,16258,d5b51908,126,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.473.
dump.fcc_ni.474.,-4.055195539568346,0.19079346006008568,-4.11118,11.258992805755396,1.6211381289949358,1.7122534523260464,0.38848920863309355,16245,b374fe3f,139,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.474.
dump.fcc_ni.475.,-4.053606690647482,0.19136641775032529,-4.10329,11.33093525179856,1.7461696765364905,1.7121866674298398,0.3597122302158273,16245,1c6f0b95,139,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.475.
dump.fcc_ni.476.,-4.054074604316547,0.19187863951801498,-4.11824,11.273381294964029,1.4586362272395754,1.6312791187032119,0.4460431654676259,16245,8fb798b2,139,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.476.
dump.fcc_ni.477.,-4.058266258992805,0.1874460904423865,-4.11463,11.503597122302159,1.669739633957657,1.6403542988612814,0.3597122302158273,16245,e1fbc5e2,139,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.477.
dump.fcc_ni.478.,-4.05957071942446,0.19134874683146325,-4.10069,11.553956834532373,1.71173554553073,1.6426291194721034,0.3597122302158273,16245,cbaaee53,139,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.478.
dump.fcc_ni.479.,-4.056464423076923,0.20054548770224057,-4.12857,11.314102564102564,1.7219811814920445,1.7256209480317797,0.3333333333333333,16228,0f74fc4a,156,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.479.
dump.fcc_ni.48.,-4.101579693877551,0.1806751949180302,-4.14678,11.887755102040817,1.7520688981723218,1.5570191290466644,0.25510204081632654,16286,78d5de38,98,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.48.
dump.fcc_ni.480.,-4.052310641025642,0.19870686778292934,-4.11326,11.365384615384615,1.618787034794834,1.664487295435232,0.358974358974359,16228,66797413,156,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.480.
dump.fcc_ni.481.,-4.047153141025642,0.20070039501642176,-4.101325,11.35897435897436,1.7814409461162575,1.6894754013299278,0.33974358974358976,16228,a30ecb74,156,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.481.
dump.fcc_ni.482.,-4.053252564102563,0.20051113875220386,-4.109105,11.653846153846153,1.780372727028361,1.5856694031883292,0.3141025641025641,16228,a05af1c2,156,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.482.
dump.fcc_ni.483.,-4.047398333333334,0.1983072049342061,-4.097075,11.448717948717949,1.7971119188759748,1.6873865143227562,0.3333333333333333,16228,c8000fae,156,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.483.
dump.fcc_ni.484.,-4.047061988304094,0.20741978864589017,-4.09365,11.146198830409357,1.6294081011931656,1.723836079016676,0.3684210526315789,16213,050c2152,171,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.484.
dump.fcc_ni.485.,-4.043865730994153,0.20387653404744208,-4.09289,11.286549707602338,1.6178399985010612,1.6828402100922284,0.34502923976608185,16213,fc2600cf,171,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.485.
dump.fcc_ni.486.,-4.040673567251463,0.20598476042036495,-4.10375,11.391812865497077,1.6427175082263856,1.6727668933385251,0.36257309941520466,16213,40173ceb,171,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.486.
dump.fcc_ni.487.,-4.045202456140351,0.2040338679350076,-4.09985,11.491228070175438,1.8031619973963766,1.6744688869246256,0.2573099415204678,16213,b535ea29,171,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.487.
dump.fcc_ni.488.,-4.0479400000000005,0.2024321251214255,-4.10593,11.32748538011696,1.6008468691022304,1.6858901994832571,0.3508771929824561,16213,54d93ee3,171,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.488.
dump.fcc_ni.489.,-4.048928043478261,0.1963231711421213,-4.009475,11.28804347826087,1.67223174011105,1.705803124221296,0.391304347826087,16200,2688d72a,184,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.489.
dump.fcc_ni.49.,-4.102664897959183,0.18500457479573396,-4.15029,11.857142857142858,1.6806969590146932,1.5316786943607523,0.25510204081632654,16286,080ee9bf,98,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.49.
dump.fcc_ni.490.,-4.044624076086956,0.19519282620354544,-4.009025,11.309782608695652,1.6014719856397068,1.6714204787252238,0.33152173913043476,16200,8f3427a9,184,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.490.
dump.fcc_ni.491.,-4.045411358695652,0.19431496234474593,-4.0133600000000005,11.38586956521739,1.615504219905706,1.6832219842835987,0.3804347826086957,16200,489235f3,184,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.491.
dump.fcc_ni.492.,-4.046266847826088,0.19421743342103537,-4.015525,11.48913043478261,1.649603795566484,1.6446258288379352,0.34782608695652173,16200,bf386f57,184,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.492.
dump.fcc_ni.493.,-4.048302717391304,0.1920969526052553,-4.008884999999999,11.494565217391305,1.6229140714021626,1.616797538494132,0.41304347826086957,16200,cfdaba41,184,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.493.
dump.fcc_ni.494.,-4.039811557788944,0.19047465390409368,-4.07485,11.125628140703517,1.660381020654463,1.7433498958590357,0.39195979899497485,16185,e32c42b2,199,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.494.
dump.fcc_ni.495.,-4.040387989949749,0.18591055184103533,-4.07922,11.195979899497488,1.6133232906017223,1.719197856437558,0.36180904522613067,16185,c0fbc944,199,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.495.
dump.fcc_ni.496.,-4.038982663316583,0.1892932092418879,-4.05376,11.21105527638191,1.6623211203104231,1.7247192860556166,0.41708542713567837,16185,363265e9,199,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.496.
dump.fcc_ni.497.,-4.038315376884422,0.18662684222566941,-4.07535,11.301507537688442,1.6297572908145246,1.7158402106319828,0.35175879396984927,16185,60db4ea6,199,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.497.
dump.fcc_ni.498.,-4.038597236180904,0.18755385764649124,-4.05928,11.27638190954774,1.5304963791331783,1.6678899919038006,0.4120603015075377,16185,6b974e50,199,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.498.
dump.fcc_ni.499.,-4.028085821596244,0.19383712698314845,-4.09449,11.07981220657277,1.5716281554193727,1.7014423705487132,0.4272300469483568,16171,428bbf23,213,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.499.
dump.fcc_ni.5.,-4.224099545454545,0.08268472677974271,-4.246325,12.727272727272727,0.9351250581921513,0.8427803018302685,0.13636363636363635,16362,18ce124c,22,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.5.
dump.fcc_ni.50.,-4.072443,0.1643465671387846,-4.118615,11.51,1.4940623220676648,1.5932199697060963,0.42,16284,7a0ee48e,100,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.50.
dump.fcc_ni.500.,-4.03116220657277,0.19355952880653068,-4.07735,11.234741784037558,1.7701174020308013,1.7413868099460401,0.36619718309859156,16171,4aa6e799,213,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.500.
dump.fcc_ni.501.,-4.02947014084507,0.19776515647729628,-4.05252,11.093896713615024,1.7047686526602142,1.7638939056460479,0.39436619718309857,16171,a6f998ee,213,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.501.
dump.fcc_ni.502.,-4.030580422535211,0.1966753735586722,-4.07853,11.258215962441314,1.6721894500665317,1.7271260359778815,0.36619718309859156,16171,73a8b583,213,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.502.
dump.fcc_ni.503.,-4.028385680751173,0.19586874180953054,-4.05715,11.140845070422536,1.6565687541434428,1.7412221945748045,0.3474178403755869,16171,09e4b931,213,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.503.
dump.fcc_ni.504.,-4.027899493670885,0.20460992063381592,-4.08748,11.033755274261603,1.7823641196763853,1.7805821639705024,0.3206751054852321,16147,9e24ba74,237,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.504.
dump.fcc_ni.505.,-4.030802953586498,0.20396235383293132,-4.097,11.375527426160337,1.7654620308880422,1.7029827096210006,0.31223628691983124,16147,bd552ebf,237,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.505.
dump.fcc_ni.506.,-4.02471253164557,0.2018383387898048,-4.07592,11.185654008438819,1.7022308687807453,1.7531948616886508,0.35864978902953587,16147,9d491a9e,237,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.506.
dump.fcc_ni.507.,-4.026372953586497,0.20331130410072548,-4.08529,11.232067510548523,1.6675317786210702,1.7225501993915913,0.379746835443038,16147,2e4ee816,237,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.507.
dump.fcc_ni.508.,-4.02400746835443,0.20496487572058983,-4.08828,11.282700421940929,1.873159064311327,1.739555102572486,0.2869198312236287,16147,8e6cfa58,237,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.508.
dump.fcc_ni.509.,-4.021536772908367,0.19695061144242285,-3.99972,11.06772908366534,1.736489108031132,1.738280786570352,0.398406374501992,16133,d6f17647,251,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.509.
dump.fcc_ni.51.,-4.0736255,0.1653231137565819,-4.126955,11.46,1.591771771874779,1.6348597732369616,0.4,16284,e05c0392,100,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.51.
dump.fcc_ni.510.,-4.025833306772908,0.19775975998524448,-4.00716,11.215139442231076,1.6856838020453562,1.7219417548009182,0.4103585657370518,16133,442f294c,251,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.510.
dump.fcc_ni.511.,-4.024265697211155,0.19804669874100891,-4.00959,11.294820717131474,1.687819026948412,1.6984835759941248,0.35856573705179284,16133,36ae52ba,251,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.511.
dump.fcc_ni.512.,-4.025543944223108,0.1952265794854299,-4.00298,11.195219123505977,1.633933001011005,1.6946945510772617,0.4103585657370518,16133,80c5284d,251,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.512.
dump.fcc_ni.513.,-4.020527569721115,0.1984976152503352,-4.00628,11.0,1.6443843832875573,1.7711852451624928,0.3745019920318725,16133,59a6dcd5,251,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.513.
dump.fcc_ni.514.,-4.019363183520599,0.19746043382293418,-4.00196,10.9812734082397,1.6163013182209254,1.7598141235311604,0.4157303370786517,16117,985408c4,267,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.514.
dump.fcc_ni.515.,-4.020176254681648,0.19545142647402677,-3.99626,11.183520599250937,1.7579117509699216,1.7587566068340075,0.3782771535580524,16117,24137d34,267,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.515.
dump.fcc_ni.516.,-4.0217153558052425,0.19444307626184562,-4.00387,11.168539325842696,1.6941026971927156,1.752262105815921,0.34831460674157305,16117,8c075cd0,267,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.516.
dump.fcc_ni.517.,-4.022434494382022,0.19461749493844474,-4.00037,11.074906367041198,1.672985122624591,1.7369336502006485,0.3408239700374532,16117,6c506eed,267,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.517.
dump.fcc_ni.518.,-4.019125917602996,0.19369410130574397,-4.00198,10.95131086142322,1.7040057198341356,1.7618114305124764,0.36329588014981273,16117,ac95da5c,267,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.518.
dump.fcc_ni.519.,-4.0142214089347075,0.20337959956117338,-3.99883,11.0,1.697868846728055,1.7847211223151582,0.39862542955326463,16093,b9e715ef,291,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.519.
dump.fcc_ni.52.,-4.0741872,0.15612813570185669,-4.11584,11.39,1.4417651919389884,1.612186900206025,0.41,16284,c9ec378d,100,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.52.
dump.fcc_ni.520.,-4.013940206896552,0.2038131098855094,-3.99993,11.155172413793103,1.6658769954418153,1.736968689769519,0.3758620689655172,16094,9578c3bf,290,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.520.
dump.fcc_ni.521.,-4.013467560137457,0.20325114775743874,-3.99266,11.144329896907216,1.6937391244897282,1.7435481256185965,0.37800687285223367,16093,43b13dad,291,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.521.
dump.fcc_ni.522.,-4.017683402061856,0.20348634343172428,-3.99611,11.103092783505154,1.7229757903465028,1.7690927505109733,0.41924398625429554,16093,58235d2d,291,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.522.
dump.fcc_ni.523.,-4.01598206185567,0.20369712035750773,-3.99663,11.037800687285223,1.7641879957293067,1.7826178028020967,0.3333333333333333,16093,9fbeded5,291,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.523.
dump.fcc_ni.524.,-4.014626930693069,0.20121260569905602,-3.99293,11.066006600660065,1.6343577915146865,1.7439104366978582,0.38613861386138615,16081,7c45bbd5,303,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.524.
dump.fcc_ni.525.,-4.011955907590759,0.20125505210330502,-3.99843,11.118811881188119,1.6515322729514226,1.724444177670203,0.40594059405940597,16081,3f8cc701,303,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.525.
dump.fcc_ni.526.,-4.014064125412541,0.2017897070877675,-3.99548,11.075907590759076,1.6946098081942882,1.7584413137608488,0.40264026402640263,16081,c780c739,303,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.526.
dump.fcc_ni.527.,-4.014593399339934,0.20159555827913575,-3.99297,10.917491749174918,1.75761097426371,1.8279704050616086,0.38283828382838286,16081,1fda92c9,303,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.527.
dump.fcc_ni.528.,-4.012755874587459,0.19921511638885558,-3.99173,10.94059405940594,1.6101197901523008,1.7548283446126505,0.4389438943894389,16081,b988e9ee,303,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.528.
dump.fcc_ni.529.,-4.009488571428572,0.21646981871538007,-4.05814,10.976190476190476,1.7327482474334388,1.8006085783514407,0.35119047619047616,16048,66f2ce57,336,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.529.
dump.fcc_ni.53.,-4.0753922,0.15963530560979083,-4.11481,11.54,1.520366781903351,1.6032454676415142,0.39,16284,2a6aeab9,100,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.53.
dump.fcc_ni.530.,-4.011029404761905,0.2191696298731855,-4.0471699999999995,10.994047619047619,1.852781769203492,1.8209985438306973,0.3392857142857143,16048,553511a1,336,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.530.
dump.fcc_ni.531.,-4.007305238095237,0.21434664111424295,-4.04923,11.110119047619047,1.7812670278740717,1.782910872766441,0.33630952380952384,16048,a67fa94b,336,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.531.
dump.fcc_ni.532.,-4.011039345238095,0.21577564028376445,-4.074,11.053571428571429,1.7526404083133762,1.7706064733345759,0.33035714285714285,16048,9545380f,336,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.532.
dump.fcc_ni.533.,-4.006950654761905,0.2180247577414701,-4.078705,10.967261904761905,1.8338768012726248,1.8249208133080221,0.3244047619047619,16048,43084bb8,336,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.533.
dump.fcc_ni.534.,-4.008321440677967,0.21273260079160794,-3.99783,10.977401129943503,1.7441275074236098,1.787506955583566,0.3389830508474576,16030,fdfe8587,354,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.534.
dump.fcc_ni.535.,-4.00905220338983,0.21094737512916548,-4.0034,11.073446327683616,1.749213012424016,1.774513713675458,0.3926553672316384,16030,ccd7f224,354,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.535.
dump.fcc_ni.536.,-4.008862118644068,0.21397111722639894,-3.9930399999999997,11.067796610169491,1.830163448292865,1.7918811544336843,0.2994350282485876,16030,921f5720,354,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.536.
dump.fcc_ni.537.,-4.008055564971752,0.21025530234620496,-4.00061,11.022598870056497,1.7408760201095557,1.7859075729142964,0.384180790960452,16030,bac57982,354,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.537.
dump.fcc_ni.538.,-4.007858757062147,0.21239422608796255,-4.00443,10.853107344632768,1.7751523749949334,1.8216428694225657,0.3531073446327684,16030,81bcd541,354,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.538.
dump.fcc_ni.539.,-4.003504934383202,0.22626826046184625,-4.07483,10.868766404199475,1.8420800029843079,1.8454519498075959,0.29658792650918636,16003,ca36582b,381,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.539.
dump.fcc_ni.54.,-4.072089200000001,0.15703342273515913,-4.12401,11.6,1.3706888336846836,1.5089625360373893,0.37,16284,22a7378a,100,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.54.
dump.fcc_ni.540.,-4.003769422572178,0.22442820685298148,-4.07055,11.118110236220472,1.8493847051968384,1.784907401181234,0.3123359580052493,16003,fd419251,381,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.540.
dump.fcc_ni.541.,-4.004152965879265,0.22534790605772548,-4.08042,11.049868766404199,1.8453729429364394,1.8033082017182798,0.2992125984251969,16003,e7250a38,381,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.541.
dump.fcc_ni.542.,-4.003885039370078,0.22513598199944343,-4.09042,11.0,1.820930936000652,1.8278376089182755,0.3438320209973753,16003,b919d10c,381,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.542.
dump.fcc_ni.543.,-4.002875695538058,0.22603457948392647,-4.0654,10.931758530183727,1.8297438142399642,1.8389553851558766,0.33858267716535434,16003,6b5d5326,381,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.543.
dump.fcc_ni.544.,-4.00065806122449,0.21056502255259357,-3.991275,10.920918367346939,1.7124102973782738,1.8040815632045504,0.3647959183673469,15992,a876d68e,392,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.544.
dump.fcc_ni.545.,-4.003170586734694,0.20982402690202986,-3.990335,11.099489795918368,1.7930812597279806,1.7879462223033422,0.37755102040816324,15992,bfbebdbb,392,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.545.
dump.fcc_ni.546.,-4.002465816326531,0.2110523863099085,-3.99198,11.033163265306122,1.7639244185481517,1.7914777280592658,0.3877551020408163,15992,2f59b0a4,392,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.546.
dump.fcc_ni.547.,-3.9993444387755104,0.21133474325484108,-3.986965,10.89795918367347,1.7692444724923846,1.808301584802249,0.37755102040816324,15992,5ad94840,392,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.547.
dump.fcc_ni.548.,-4.003039336734695,0.21102595651807182,-3.992885,10.936224489795919,1.7025673499715062,1.808711294348077,0.4005102040816326,15992,122ec1d3,392,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.548.
dump.fcc_ni.549.,-3.99711522673031,0.21705251640145629,-3.99381,10.823389021479713,1.7964150821409006,1.8459093181006803,0.36992840095465396,15965,3c72470e,419,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.549.
dump.fcc_ni.55.,-4.080787719298245,0.17870091952972725,-4.1286950000000004,11.473684210526315,1.4886623223599007,1.5414211320723925,0.45614035087719296,16270,5c66e174,114,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.55.
dump.fcc_ni.550.,-3.997256610978521,0.21723874239880273,-3.99936,10.9618138424821,1.800710267548563,1.8013422487679482,0.3436754176610978,15965,4700a663,419,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.550.
dump.fcc_ni.551.,-3.997354630071599,0.2150347683382867,-3.99647,11.016706443914082,1.8003741336939294,1.8016675902862191,0.34844868735083534,15965,2287ae12,419,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.551.
dump.fcc_ni.552.,-3.9983007637231505,0.2179944335499085,-3.99418,10.957040572792362,1.7232068763039736,1.7872706632878879,0.360381861575179,15965,ce5fa5e8,419,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.552.
dump.fcc_ni.553.,-3.9990668973747017,0.2176461282638527,-3.98757,10.947494033412887,1.7695219184684858,1.8035238694403113,0.3723150357995227,15965,60d0a1dd,419,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.553.
dump.fcc_ni.554.,-3.9952575172413796,0.2070966009536144,-3.98418,10.813793103448276,1.664149802568902,1.8119293600804776,0.42758620689655175,15949,651540b0,435,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.554.
dump.fcc_ni.555.,-3.994696252873563,0.20594865938900755,-3.98067,10.974712643678162,1.7111196640777893,1.7782767942258546,0.3931034482758621,15949,36ff632f,435,standard,/home/santi-simaf/Escritorio/databases/database_procesada/dump.fcc_ni.555.
